,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Cnn2,-0.26559085,0.01995508,-0.12587309,-0.001744473,0.076614805,-0.08381893,-0.11150106,-0.39733332,-0.014521888,0.8361259,-0.12250986,-0.09840972,0.080901556,0.041240457,-0.60756785,0.33956724,0.089171216,0.07865737,-1.0255486,0.0580699
Reep6,-0.21790045,-0.031105116,-0.10859717,-0.048596434,-0.2708825,0.005832064,0.028312966,-0.21186902,-0.10071782,-0.06858784,-0.10794689,-0.07097604,0.15687574,0.056713406,0.7753343,-0.12908445,0.05120864,-0.41696948,1.2798488,-0.032778494
Gadd45b,-0.16444795,-0.039711434,-0.42906475,-0.24989629,-0.07912269,-0.123068176,0.005498553,-0.0174563,-0.23523091,1.4176809,-0.1277521,0.058609433,0.07023544,-0.00852207,-0.5198169,-0.14140315,-0.60126907,0.058649328,0.6069124,-0.21814488
Creb3l3,0.025885269,-0.21067801,0.04535704,-0.20458914,-0.07193521,0.37337178,-0.004101594,0.2262669,-0.08953063,0.33631048,0.0360014,0.09386363,0.0056583737,0.119220816,0.44471282,-0.14803147,0.804893,-0.18087888,2.6507053,-0.095622465
Atcayos,0.2664519,0.40670165,0.2926891,-0.49268395,0.0064626983,-0.7543939,0.14790387,0.23798501,0.100362904,0.87856007,-0.0066011567,0.0089703165,-0.03709996,-0.03356973,-1.7016842,0.32213187,0.05921306,-0.74871176,2.4675262,-0.15891834
Bpifc,0.0777182,0.106501654,-0.21270998,0.3622761,-0.40315866,-0.21956015,0.26566052,0.45742428,-0.11246868,0.79806215,0.066215776,-0.36923435,-0.1734486,0.07454603,-1.6360043,0.287721,0.23815401,-0.5829834,2.6634245,-0.5117825
Stab2,-0.09949647,0.20594753,0.06835476,0.5306543,0.40870714,0.5399744,-0.0849297,0.5217386,0.42331797,1.3701625,0.06253644,0.15093933,0.5618948,-0.3105011,-1.761805,0.66371,-0.029209219,-1.1822104,3.5828638,0.65241456
Ascl1,0.60937756,-0.9465253,-0.089111336,-0.38342634,0.46547765,-0.62789404,-0.11479005,0.76905555,-0.39279372,0.8593458,0.0015566905,0.16232157,-0.3196,-0.371537,-2.4985626,-0.15462944,0.95594853,-0.3365326,3.2101548,0.16548534
Igf1,0.04203396,-0.596707,-0.17598784,0.18570824,0.015827807,-0.12379864,-0.12503871,-0.65510726,0.13916805,1.4313896,-0.076069705,0.042169813,0.31477496,0.24350394,-1.8489002,0.874085,0.43065125,-1.3851275,2.0777001,0.81535214
Elk3,0.13665773,-0.29152858,0.34961638,0.6771302,0.19205959,-0.24347311,0.11587968,-0.10161496,-0.2021222,1.1726433,0.09381033,-0.3842588,0.13451657,-0.1551284,-1.4549129,0.22668648,-0.21715115,-0.31420138,0.9868367,0.561681
Gm15915,-0.06735414,-0.4892453,0.19562618,0.31821704,-0.8663877,-0.21506023,-0.9513691,-0.61023295,0.49154153,1.3318685,-0.66810584,-0.63115245,-0.15244336,0.7418699,-1.3287256,-0.35984522,-0.27237132,-2.917225,3.7875736,0.58728033
Socs2,-0.16838197,0.16622606,-0.026595268,0.17323558,-0.095798455,-0.1564278,0.18305308,-0.05472266,-0.4387797,-0.43432173,0.1189624,-0.10495532,-0.13074599,0.06452455,-0.99532276,-0.13348924,-0.84899795,0.51532245,-0.46438453,0.183091
Dcn,-0.18747868,0.8375828,0.059585217,0.45805424,0.087169886,0.08196759,-0.8900788,-0.15144113,-0.547915,-0.3970037,0.17730413,0.8741166,0.025401313,0.007953025,-2.9008825,1.1332033,0.39256597,-0.23761645,2.258333,-0.061010517
Lum,-0.30609736,1.1329459,0.22205928,0.5140603,0.30446598,0.14257745,-0.29430482,-0.1524311,-0.85211235,1.5146068,0.25340995,0.24388921,-0.5596765,0.65090483,-2.303619,0.81593376,0.63577574,-1.9949359,1.9936528,0.48352855
Alx1,-0.3732439,0.5051629,-0.03520748,0.15150529,-0.4711376,0.401717,-0.05062266,0.0015067855,-1.4826591,0.99750596,0.1068542,0.16044854,-0.071438655,-0.21676031,-1.8140439,-0.022709932,0.85736,-0.5202654,1.3180188,-0.2993552
Csrp2,-0.1517399,0.13426693,0.09841774,-0.044878464,-0.18025643,-0.20621108,0.07271749,0.13652492,0.04092766,0.2098903,-0.10711346,0.1872408,-0.06217037,-0.053163182,-0.070588365,0.21355924,0.3636713,0.42093158,-1.1893097,-0.14085704
Phlda1,-0.06525792,-0.13336577,-0.08071482,0.12951204,0.0046318085,-0.22186379,0.26647434,-0.6447823,-0.24646908,0.30520266,-0.024388256,-0.3090144,-0.1396745,-0.20778449,0.27527505,-0.049628757,0.35919213,-0.6064016,-0.76618254,0.26102185
Lrrc10,0.14611632,0.22146137,0.44764194,-0.61917394,-0.21115315,-0.31531328,0.20270306,0.07763961,-0.25576144,2.3531518,-0.23269154,0.035632093,0.1838059,0.027863948,-2.0231893,0.23070343,-0.11991653,-0.89842075,2.4711583,-0.5044259
Lyz2,0.020696927,-0.6683645,-0.540563,-0.3075279,0.7288041,-0.36500692,-0.7263309,0.17198052,-0.42562726,1.8938228,-0.24378435,-1.0732257,0.32548127,0.52086693,-1.5105561,0.35497117,0.09299702,-1.7009554,3.4212635,0.1140373
Cpm,0.20800912,-0.09243943,0.19341618,0.14407505,-0.36456242,-0.50816756,0.24567366,-0.41360733,0.067015894,0.97546715,-0.041066904,0.8708927,-0.11241687,0.03413358,-0.12404657,0.08411806,-0.1595658,0.47213894,1.1511297,0.23312785
Tac2,-0.05096742,-0.2587129,-0.32411346,0.033953216,0.50244206,0.48816878,0.027284821,0.04667327,0.14281833,1.3121972,-0.32368553,0.40644956,0.018479526,0.47072524,-2.7197466,0.5261475,0.041092277,-0.28397325,2.0174954,-0.2412208
Gpr182,0.20603375,-0.50358033,0.5803459,0.47929204,0.63019806,0.29384187,-0.15418881,-0.31999868,-0.14657755,1.592962,-0.4377121,-0.42898592,0.6900041,-0.11026115,-1.8259337,0.43562943,0.2723449,-0.501663,2.5759418,0.5491248
Slc39a5,-0.08056036,-0.15383238,-0.13244611,-0.0046495614,-0.16364463,0.19296768,0.03682111,-0.09877217,0.00047900324,0.24970917,-0.12173358,0.37478733,0.072064914,0.12001081,0.4868397,-0.08329793,0.85846055,0.047605943,2.321249,-0.0482359
Cd63,-0.05757308,0.029768713,-0.077505305,0.03042392,0.007920903,-0.05972433,0.004485599,0.08925674,-0.03868838,0.1667511,0.17981379,0.14212333,-0.11325548,-0.102149256,0.9071553,0.011253936,-0.010506193,0.33327597,-1.1923542,0.18532707
Neurod4,-0.0073592546,-0.79155815,0.084202416,-0.7750792,-0.58709747,-1.2817163,-0.82543725,0.7123455,-0.39009696,2.102498,0.1373882,0.2952563,-0.20859838,-0.41731957,-3.1096117,-0.080064364,-0.67235434,-1.4158342,4.88856,0.88566804
Retn,0.36794728,-0.15083584,-0.238624,0.18813685,-0.36156717,-0.23809713,0.059753347,0.102993004,-0.19746777,0.096339054,-0.0042866096,-0.32382596,0.030554416,0.13122822,-0.7352703,0.023726411,-0.22895263,-0.08036331,1.6301558,-0.08470541
Col4a1,0.3904513,-0.0400104,-0.30254093,-0.08623249,-0.19332725,-0.11582885,-0.0009958901,-0.17573547,0.02645479,0.14257339,0.1874591,-0.091617644,0.013970278,0.2901469,-0.21319118,0.26415703,0.9014918,0.3362426,0.4240349,0.24497715
Col4a2,0.27597803,-0.047479816,-0.3591049,-0.052869987,-0.12231755,-0.18790236,0.06328646,-0.13300404,0.0029506518,0.47468278,0.22783433,-0.0988244,0.038629856,0.42279825,-0.2381871,0.4158224,0.8938716,0.2333305,0.6905461,0.19045456
F10,-0.020123888,-0.27465734,-0.14818962,-0.22141698,-0.3658413,0.25995263,-0.2530184,-0.20834386,-0.051075738,-0.19684376,-0.14768273,-0.7258862,-0.048256822,0.05983471,0.47128624,0.22720923,0.4574359,-1.1582668,2.086462,0.1924024
Gas6,-0.26046017,-0.21490616,0.030274006,0.2813364,-0.02367301,0.13755526,-0.007918378,-0.46758607,0.34336212,0.9387881,-0.095372476,-0.34461564,-0.10083753,0.22717309,-0.73319644,0.7562967,0.29836723,0.19454336,1.0648837,-0.008255043
Dkk4,-0.019711766,-0.09195523,-0.6210368,0.6657534,0.41855758,0.41147393,0.085535124,0.2726246,1.2504791,-0.5467405,-0.3755548,0.37104335,0.47749326,0.17944364,-1.5449498,-0.22481792,-0.0041929046,-0.021160714,4.10863,-0.50307274
Sfrp1,-0.12420921,0.22317898,0.15073559,-0.38607386,-0.73655754,0.32731414,0.29868627,-0.0389873,-0.5436042,-0.14393112,-0.041799854,0.6213426,-0.09161183,-0.20229757,-1.5647407,0.23054463,0.29474944,0.55121034,0.10050541,0.44860083
5430421F17Rik,0.017083129,0.38471478,-0.32317847,0.03064618,-0.0274339,-0.053842023,0.05538968,0.026788145,-0.49472094,1.7695875,-0.053068627,-0.06639684,0.15639605,-0.10048999,-2.8725255,0.86473197,-0.21356246,-0.8284924,3.7989466,-0.1268072
Gm45372,-0.29785076,0.31059366,-0.11546667,-0.05039268,-0.40662724,-0.15459615,-0.3729744,0.26815107,-0.691583,1.5331722,0.25962105,-0.40416458,-0.43274257,0.011303567,-2.0182986,0.32878304,-0.14968769,-0.9966012,3.4243207,0.2637066
Zfp42,-0.09974002,0.043364562,0.21372247,0.01733092,0.100493,0.06993876,0.1510239,-0.032851607,-0.13370605,1.2727606,0.32664266,-0.008953737,-0.05974448,-0.023707597,0.10946307,-0.28825322,-1.2340821,0.43098578,1.6240885,-0.044466835
Slc25a4,-0.15997432,-0.028745303,0.0076281102,0.020392604,-0.051167045,-0.123344235,0.040872343,-0.050775513,-0.07939078,-0.2449585,-0.028031722,-0.09573043,-0.09595436,-0.011192542,0.83122694,-0.017181443,0.0040164115,0.23083565,-2.1377373,0.08307426
4930512H18Rik,-0.0068479916,0.38474,0.33101833,-0.7322485,-0.18710263,-0.20024092,0.5195556,-0.6975042,-0.19753672,2.2644718,-0.58654374,-0.34879228,-0.063260905,0.08779154,-2.9793515,0.32475024,-0.104484014,-1.5583992,3.2203212,-0.07779011
Apela,-0.026985312,-0.09954584,0.36346993,0.43745267,-0.38960165,-0.16631085,-0.009110149,-0.49042857,0.7842757,0.0683507,-0.75377434,0.78670084,0.09705237,-0.15267242,-1.5277351,-0.12535706,0.35462168,0.9542855,0.5587703,-0.3164575
Plvap,0.10899215,-0.34141326,0.25130355,0.48296213,-0.031065112,-0.25386113,0.18095037,0.116087325,0.14773141,0.49053887,0.04007376,-0.065206476,0.5272559,-0.28046742,-1.0120325,0.5028648,-0.6699766,-0.25153667,0.6477054,0.36153564
Bst2,-0.0053115096,-0.30255896,-0.118768945,-0.025109889,0.1117478,-0.10339315,0.022147758,0.0029536937,0.12353513,-0.42270368,-0.013883235,0.024106255,0.25791436,0.06711782,0.60556483,0.20526066,-0.7308929,0.5379242,0.44855374,0.20916826
Klf2,0.3494153,-0.14527415,0.25013986,-0.030837152,0.3740861,0.009175418,-0.1134496,0.027991865,-0.0034118213,0.83231664,-0.2655945,-0.24285842,0.15985909,-0.4110879,-0.23956347,0.29810432,-0.51922685,0.059806213,0.44694823,0.34440684
Hmox1,-0.16713831,-0.14489503,-0.09821821,0.060116574,-0.045605626,-0.164498,-0.0034608352,0.23366727,-0.065995336,0.3446471,0.07559703,-0.13624866,0.053858057,-0.27826506,0.26501542,0.14804134,-0.2693052,0.37090474,-0.09793368,0.12662227
Gypa,-0.052004486,-0.0973823,-0.11814303,0.035994507,-0.21353896,-0.054574996,0.07921454,-0.42490995,-0.08881252,0.088501245,-0.00030962782,-0.18262301,-0.12621346,-0.121738285,-0.8552801,-0.07430254,-0.25760415,-2.9165936,1.9688429,-0.050375335
2210011C24Rik,-0.15544863,-0.030186983,-0.064331666,-0.13504791,-0.15454239,-0.08471525,0.11385397,0.06321562,0.070053406,0.37223247,-0.049867757,0.51959616,0.07774882,0.22399352,0.6276491,-0.1095102,0.57834536,-0.030989667,1.8000394,-0.13678315
Lyl1,0.3322029,-0.32813478,0.23950121,0.4792432,0.3204776,-0.2226583,0.47195727,-0.24351987,0.101656124,0.049917847,-0.21935174,-1.0460314,0.2524986,-0.19513892,-1.2379038,0.42732817,-0.32625863,-1.7912725,1.9307483,0.18988799
Dand5,-0.092871234,0.25582182,-0.091709115,0.043606743,0.009313263,-0.075137444,-0.32490522,-0.24906759,0.14784293,0.08495584,-0.20077409,-0.12887865,-0.025179157,-0.35651463,-0.7124685,-0.15599123,-0.13559785,-0.22092904,1.1057782,0.018697565
Klf1,-0.12320105,-0.37682372,-0.17550445,-0.07270266,-0.2433284,-0.0053697433,0.19576198,-0.32141054,-0.041601006,-0.21343158,-0.12404119,-0.5964948,0.04610976,-0.015252156,-0.46890888,-0.09573604,-0.482015,-1.8812808,1.4901501,-0.074473
Mylk3,0.021685338,0.16882549,0.24116594,-0.12543398,0.121649675,-0.2983612,-0.15524274,-0.23920397,-0.12622938,0.6921543,-0.56129116,-0.43145216,-0.07077129,0.20215017,-0.5698357,0.44368714,0.92888445,-1.4239471,2.055501,-0.39892265
Nkd1,-0.24254297,0.084595524,-0.2501318,0.20499612,0.20475325,-0.015998684,0.2835607,0.15466262,0.13924603,-0.0028521682,-0.31191903,-0.11424202,-0.2733648,-0.028214572,-0.797997,-0.3599845,0.7953113,0.2417323,-0.26948467,0.0049818805
Irx3,-0.048467457,0.0564445,-0.1481634,0.10725111,-0.039134778,-0.015480193,0.33817863,0.019438235,-0.7895453,0.86813915,-0.56043863,0.6093767,0.3159874,-0.015676156,-1.3367417,-0.14839344,-0.6894966,0.0004278227,-0.40868306,0.26621822
Irx5,0.041548204,0.16744305,-0.22875212,0.0050922604,0.3039801,0.06977648,0.16478251,-0.13633955,-1.1213249,-0.057783198,-0.44145486,0.37734917,0.2794705,0.33042553,-2.1936233,-0.28689343,0.1656347,0.0740317,0.6430465,0.29286185
Slc6a2,-0.116693564,-0.039047647,-0.2634335,-0.24923846,-0.1959774,-0.51403576,-0.02238473,0.054438863,0.23699157,2.4746263,0.6596314,-0.15879697,-0.07316049,0.39045566,-1.9147961,0.51175094,0.2714879,0.23733725,3.354836,-0.07935141
Mt2,-0.26248482,0.108246416,-0.03640074,0.00981672,-0.27741158,-0.21722786,-0.074117586,-0.06695409,-0.0065793353,0.08734876,0.57337683,0.35803667,0.27777106,-0.0061231744,1.2608727,-0.16622175,-0.78645957,0.21521322,0.55405545,-0.0065434654
Mt1,-0.21152186,0.0017895476,0.09571569,-0.06746778,-0.2825131,-0.14041089,-0.077739306,-0.047078095,-0.0146405455,-0.26941717,0.40925148,0.17113125,0.18809795,0.09493028,1.4305073,-0.09019082,-0.67575216,0.03423291,0.043199062,0.101982854
Ccdc113,-0.024359295,0.18070355,0.8833793,0.23085764,-0.027217638,-0.38113797,-0.24871422,-0.42580855,-0.1673365,0.8763958,-0.6294657,0.07916696,-0.04781816,-0.7151493,-2.0094087,-0.38224608,-0.34960747,-0.59139407,3.6798756,0.38635823
Cdh5,0.3864073,-0.90218776,-0.07788188,0.26471403,0.25282633,-0.1232808,-0.1632457,-0.2877044,0.07791665,1.4148337,0.4809899,-0.49597874,0.5896425,-0.0053449273,-1.5475465,0.55130595,-0.081189714,-1.1339412,2.209482,0.30617404
Car7,-0.046062984,-0.1885786,0.2835127,-0.013987091,-0.002350146,0.053042874,-0.0022372063,0.21900074,-0.24893203,-0.04674352,-0.1658326,0.12863937,0.074708186,-0.0722538,0.6198216,-0.28167483,0.7718338,-0.09515866,1.4026687,-0.19289592
Rrad,0.022461511,0.26079506,0.4783377,-0.38923296,-0.38215587,-0.44819117,-0.1607048,0.3714487,0.1332762,0.49698254,-0.29819328,-0.0030433217,-0.08781388,-0.14720283,-1.5380799,0.43821815,-0.5280406,-0.31792635,1.4802692,-0.38073114
Tppp3,-0.1627616,0.41141257,0.3724201,0.3163272,-0.08305225,-0.10029576,-0.769781,-0.17764488,-0.31625015,1.0268015,-0.7725291,0.3926601,-0.021382768,-0.65467685,-1.8221353,-0.078868575,-0.2783968,-0.46964988,1.2570859,0.3576609
Hsd11b2,-0.11254473,-0.07633255,0.25297728,0.20147319,-0.30361316,0.14727604,-0.09067181,-0.39623845,-0.45276487,0.2387973,-0.22269356,0.059475504,-0.17190813,0.22822765,-1.6643833,0.7278712,0.529341,-0.17201872,0.4765609,0.114388056
Hp,-0.07442331,0.34945366,-0.023456149,0.036727298,-0.36874342,-0.28668267,-0.5878136,-1.0964006,-0.13999504,2.4934897,0.20032378,0.18037744,-0.31539065,-0.28905988,-2.0081887,-0.29220492,0.5579922,-1.5200477,3.454615,0.39076918
Dynlrb2,-0.09344285,0.3941315,0.841209,0.43063316,0.03762334,-0.104479946,-0.34874263,-0.5022931,-0.29514834,0.5445511,-0.5390024,0.33407846,-0.25530666,-0.62910455,-2.1986024,-0.62964994,-0.20404698,-0.672815,2.7708232,0.28752038
Gcsh,-0.14126985,-0.114572324,-0.0838086,0.10990604,-0.14207779,-0.06941276,0.04729076,0.07245952,-0.08667516,-0.6113071,-0.07096234,-0.094333924,-0.078437716,-0.0529833,0.61438,-0.07782486,-0.0022869462,0.3740955,-1.265766,0.080456965
Hsd17b2,-0.13865608,0.07816496,-0.11594748,0.036674824,-0.09883435,0.07756775,-0.14098766,0.1979412,-0.19296427,0.25697935,0.02828099,-0.10576235,-0.060879156,-0.082271144,0.35842517,0.017340675,0.21677294,-0.18786511,1.7222738,-0.008009632
Wfdc1,0.025940042,0.08189986,-0.42210206,-0.28768584,0.11708174,-0.18116221,-0.11006692,0.60445684,-0.29701227,1.5976168,0.335833,0.15953885,-0.34512353,0.102870926,-1.738452,0.13978566,-0.07460673,0.02325316,2.5113916,0.68477625
Cotl1,-0.14863913,-0.028565215,0.028633177,0.014837589,-0.0858175,-0.25743678,0.16773108,0.08380203,-0.03560293,0.17546584,-0.07488252,0.33615547,0.03043738,-0.054173194,0.88169545,-0.044224903,0.14904451,0.4061872,-0.3078523,0.5605825
Foxf1,-0.27870604,-0.16197523,-0.08247768,0.6032225,-0.29403758,0.16497415,-0.122852825,0.14219953,-0.095150106,1.6181931,0.019242603,-0.52403617,0.10555107,0.16976793,-1.6575783,-0.1937126,0.94835633,-0.031765673,0.01882384,-0.810148
Foxc2,-0.15463057,0.17360756,0.27848798,0.28004804,-0.114801995,-0.1695155,-0.6340449,-0.07091723,-0.84727514,1.2547476,0.26975343,-0.65018547,0.22743252,0.014157241,-2.1162944,-0.3668836,0.83819336,-0.40570128,0.97181964,0.7706571
Gm45833,0.26448536,-0.0043669185,-0.18240555,0.117046,-0.18841599,-0.35168594,0.20842963,0.47250953,-0.35401452,0.6603046,-0.09045878,-0.14291328,-0.12288547,0.045841467,-1.7283748,0.21055828,-0.14382403,-0.6545086,2.1682227,-0.19531706
Cyba,-0.051695757,-0.095273934,-0.06405252,0.017905004,-0.09826103,-0.17759828,-0.086664654,0.099787004,0.06594174,-0.14273576,0.05259958,0.13519873,-0.0141094355,0.08302239,0.6462185,0.12918027,0.41696146,0.18798961,-0.53228134,0.05298055
Aprt,-0.15443625,-0.08105636,-0.10325055,0.06686254,-0.08773544,-0.099480964,0.018665884,0.15676837,-0.08700023,-0.5780913,-0.0650389,-0.05262351,-0.061747096,0.05664746,0.67922324,0.044033043,-0.047470238,0.27563062,-1.5717859,-0.046407558
Rab4a,-0.211553,0.02303016,-0.028589401,0.07488122,-0.117311925,-0.036165453,0.027437542,0.00883273,-0.03843737,-0.33395836,-0.20269112,0.11364112,0.02018706,0.0866569,0.4463329,0.2827318,0.20437102,0.22521013,0.031593703,0.0256073
Acta1,-0.09344973,0.3427439,0.14772855,-0.63308597,0.5178252,-0.50890076,-0.11142039,-0.06019694,0.35512346,0.14173347,-0.10677236,0.19978051,0.10897113,0.21925917,-1.847978,0.5300506,0.019904023,-0.5762276,1.8109664,-0.44207108
Nrp1,0.035994224,-0.024328126,-0.12609272,0.13977137,-0.40215567,0.12112258,0.16859198,-0.3495301,-0.09498094,1.2623421,-0.09335679,-0.06334267,-0.013757218,0.1806288,-1.4940993,0.49388728,1.1744406,-0.2136257,0.50329125,-0.10614047
Sntn,-0.14036307,0.044058595,0.34815136,0.41864467,-0.21869193,-0.512072,-0.7086641,-0.28211695,-0.8609381,3.4632103,-0.62269837,0.074418396,-0.043575224,-1.0146866,-2.1215909,-0.4681954,-0.19374824,-2.2080624,4.55191,-0.16463016
Hesx1,0.024834597,0.3259457,0.3177876,-0.8641951,-0.61095494,0.54226506,0.9988569,-0.6861923,-0.7975561,-0.7640778,0.105418295,0.66251385,-0.48396024,-0.40360558,-0.7956712,-0.1776897,-0.4058686,-0.8843344,1.7764516,-0.12170313
Tnnc1,-0.03052025,0.02004804,0.1400649,-0.755975,0.07137308,-0.3048137,0.17250048,-0.22886384,0.25230572,0.7163083,-0.43508923,0.32327503,-0.13347852,0.40570387,-0.43789956,0.2216514,0.9557595,-0.63928765,1.43218,-0.5223696
2610528A11Rik,-0.013053769,-0.17449446,0.353664,-0.07099386,-0.66325164,-0.4174943,-0.37992248,0.49009368,0.6749493,1.7480779,0.61470026,0.7596046,-0.3877458,-0.19106975,-1.573862,-0.45651585,0.5984883,-1.2769457,1.7258958,-0.2782965
Bmp4,-0.08560967,0.27225718,-0.106577985,0.4537627,0.121678226,0.009948399,0.4672061,-0.18109041,0.1629567,2.0456207,-0.29510677,-0.14393042,-0.25199872,0.05735348,-0.62461936,-0.18247546,-0.17200917,-0.10314898,-0.395742,-0.3703184
Lgals3,-0.19072793,0.18437037,-0.20698611,-0.2294208,0.18838833,-0.12864235,-0.56859624,-0.11333887,0.50309336,2.1168807,0.1220768,-0.33173162,0.22185412,-0.25977296,-0.5522364,-0.4556966,-0.88976336,-0.41095218,1.739678,-0.24423127
Otx2,-0.117997445,0.4127149,0.11685076,-0.0023873441,-0.24332231,0.15469421,0.4036255,-0.28805918,-0.76007605,-0.9054386,0.2444958,0.36945176,-0.3055036,0.078855656,-1.5570477,0.19092846,-0.44250914,0.80109245,0.92306095,0.043661084
1700011H14Rik,-0.120953254,-0.6871872,-0.41641223,-0.51010704,-0.98399556,-0.2651298,-0.04051997,0.12842833,-0.00025296115,0.22201736,-0.43651563,1.3210393,0.27781752,0.13547453,-0.10601525,-0.020878911,1.51207,-0.8475664,2.437953,0.56091505
3632451O06Rik,0.04120118,-0.09289181,0.29581976,-0.16396892,-0.14120618,-0.047696274,0.3654318,0.1300919,-0.09335727,0.23713756,-0.28075364,-0.007359492,-0.33059788,-0.21813841,-1.1389016,0.3626446,0.43195996,0.21971646,0.37175375,-0.28385994
Rnase4,-0.124775484,0.27150214,0.03489112,0.24756463,0.110070765,-0.16244955,0.039142128,-0.4266251,-0.038702093,0.37154344,0.11487477,0.24659097,-0.07894245,0.045609776,0.336353,0.15625426,0.8055933,0.111388616,1.6901851,0.06882311
Ang,-0.16331953,0.29061544,0.13868786,0.12764731,-0.07946143,-0.20173566,-0.06710769,-0.3291605,-0.029614942,0.36934382,0.14107785,0.30463147,0.015774736,0.22171865,0.3336153,0.04716712,0.78958267,-0.063380584,2.1992688,0.059130248
Slc7a7,-0.06592566,-0.028427118,0.09713036,0.24930531,0.022141894,-0.0001366484,-0.035888206,0.02402317,0.087930076,-0.34597683,0.004579601,-0.17618331,-0.002783451,-0.024210906,0.40049565,-0.028479656,0.07989388,1.0001315,1.1094584,0.22254825
Slc7a8,0.39048705,-0.20266917,0.10023419,0.09785821,-0.31282672,0.120621346,0.21772747,0.020328544,-0.12379563,0.3894947,-0.055758912,-0.008369526,0.07559246,0.13706467,0.55085325,0.0045699375,0.31431958,0.15151031,2.0835204,0.1516068
Myh6,0.32051408,0.36150527,0.3447025,-0.8277576,-0.13279675,-0.47409073,0.0929722,0.034356266,0.07993991,1.355508,-0.18543701,0.14561404,0.10668093,0.12887654,-2.0241067,0.28857365,-0.7356084,-1.150091,2.3431954,-0.22126746
Myh7,0.37121454,0.39743492,0.381769,-0.663536,0.015446673,-0.5208591,0.68700427,-0.8465247,0.119469695,1.5298638,-0.3796794,0.5382419,0.18454148,0.55521035,-2.0917747,0.4399888,0.20026152,-1.4128097,2.7091963,0.10514099
Gzme,-0.6003455,0.12009167,-0.428549,-0.2583841,0.39064008,-0.35310343,-0.31276798,-0.78735864,0.10035593,3.1249175,0.6857841,-0.7332141,0.11510806,-0.23971027,-2.5666678,-0.12634501,-0.56025374,-1.9916574,4.2871103,0.20440665
Gzmd,-0.24461952,-0.09835638,-0.28853297,-0.4420546,0.037876215,-0.17511111,-0.81275445,-0.24123293,-0.15679324,3.274049,0.54468423,-0.18787368,0.025563465,0.18490638,-2.9864724,-0.047903392,-0.56772643,-2.3720202,4.0751944,0.9117026
Gzmg,-0.3865543,0.28574255,0.1795727,-0.15076242,0.18704478,-0.77851343,-0.62826896,0.011321256,-0.3890045,3.7962449,0.7110302,-0.45077652,-0.2853363,-0.017453892,-2.8554792,0.12568541,-0.47222188,-2.4930542,4.398141,0.5363223
Gzmf,-0.30628043,-0.02395926,-0.250727,-0.2595397,0.40906683,-0.47289944,-0.6160275,-0.13808566,-0.3818482,3.6638253,0.668801,-0.2283201,-0.1371059,-0.014519199,-3.0579,-0.08162189,-0.5790758,-2.3044214,4.1190166,0.5413032
Gzmc,0.06963938,-0.0910986,-0.5011181,-0.25966677,0.45157936,-0.4464129,-0.30067036,-0.44135696,0.19450034,0.53327394,0.66974044,0.63537395,0.31706375,-0.19959551,-2.4956698,0.41555956,-1.236742,-0.4819202,3.6711488,0.28698528
Gzmb,-0.6167121,0.182727,-0.055636045,-0.20707501,0.1156069,-0.9694322,-0.6260748,-0.25026473,-0.23565571,3.958963,0.64405704,-0.6278743,0.017663293,-0.0474027,-2.7513225,-0.09480065,-0.406884,-2.4081707,4.6815066,0.6921397
Gjb2,-0.33019462,0.33404708,-0.40810898,-0.033689912,0.16786136,0.07012988,0.046446558,-0.13004823,-0.22996812,0.1749503,-0.27444923,0.27021644,0.12183976,0.026446499,-0.011408442,0.011768938,0.8521564,-0.12027272,2.3335812,-0.17234573
Shisa2,-0.2985126,0.40766707,0.11088007,-0.38605842,-0.65470064,0.24074906,0.5202845,-0.5052423,-0.50492287,-0.14659454,0.19142205,0.5520462,-0.015835946,-0.25873935,-1.8895344,0.05768973,-0.24764776,-0.11675355,0.34479627,-0.009045347
Ctsb,-0.044654813,0.13499318,-0.13994971,-0.010530882,0.010102305,0.0139593175,-0.02943785,0.14796303,-0.04534612,-0.5194025,-0.039004445,-0.0699697,-0.108596645,-0.20331244,0.80752575,-0.03356482,0.15578552,0.18295056,-0.56073546,0.013922728
Tdh,-0.03471075,-0.093972355,0.13424322,0.16917664,0.31786776,0.013374828,-0.16988574,0.35329476,0.35537478,-1.0171154,-0.3205809,0.27926138,-0.025610786,0.10756596,0.3189443,-0.08934543,0.40021434,0.7571471,1.6532763,-0.09815229
